"simple_linnean_group_alt","major_type","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","species","subspecies","genus","internal_id","canonical_sciname","notes","citation","extinct?","juniorSynonym?","synonymOf?","newSppSinceMSW3?","IfNew_category","IfNew_valid_SciName","IfNew_described_SciName","IfNew_GeoRegion","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3?","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","medellinia","","cryptotis","136267","Cryptotis medellinia","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","mera","","cryptotis","136299","Cryptotis mera","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","meridensis","","cryptotis","41373","Cryptotis meridensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","merriami","","cryptotis","136398","Cryptotis merriami","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","mexicana","","cryptotis","41374","Cryptotis mexicana","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","monteverdensis","","cryptotis","100000459","Cryptotis monteverdensis","described in 2016","Woodman, N., & Timm, R. M. (2016). A new species of small-eared shrew in the Cryptotis thomasi species group from Costa Rica (Mammalia: Eulipotyphla: Soricidae). Mammal Research, 62(1), 89-101.","false","false","","true","denovo","Cryptotis monteverdensis","Cryptotis monteverdensis"," notentered","Woodman, N., & Timm, R. M. (2016). A new species of small-eared shrew in the Cryptotis thomasi species group from Costa Rica (Mammalia: Eulipotyphla: Soricidae). Mammal Research, 62(1), 89-101.","Woodman, N., & Timm, R M ","2016"," noneYet"," noneYet","Woodman & Timm","2016"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","montivaga","","cryptotis","41375","Cryptotis montivaga","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","nelsoni","","cryptotis","136389","Cryptotis nelsoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","niausa","","cryptotis","100000077","Cryptotis niausa","","","false","false","","true","denovo","Cryptotis niausa","Cryptotis niausa","ecuador","Moreno Cárdenas, P.A.; Albuja V., L. (2014). ""Una nueva especie de Musaraña del género Cryptotis Pomel 1848 (Mammalia: Soricomorpha: Soricidae) de Ecuador y estatus taxonomico de Cryptotis equatoris Thomas (1912)"". Papéis Avulsos de Zoologia 54 (28): 403–418. doi:10.1590/0031-1049.2014.54.28.","Moreno Cárdenas, P.A.; Albuja V., L ","2014"," noneYet"," noneYet","Cárdenas & Albuja","2014"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","nigrescens","","cryptotis","41376","Cryptotis nigrescens","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","obscura","","cryptotis","136462","Cryptotis obscura","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","oreoryctes","","cryptotis","100000078","Cryptotis oreoryctes","","","false","false","","true","denovo","Cryptotis oreoryctes","Cryptotis oreoryctes","guatemala","Woodman, N. 2011. Patterns of morphological variation amongst semifossorial shrews in the highlands of Guatemala, with the description of a new species (Mammalia, Soricomorpha, Soricidae). Zoological Journal of the Linnean Society 163:1267-1288","Woodman, N","2011"," noneYet"," noneYet","Woodman","2011"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","orophila","","cryptotis","136838","Cryptotis orophila","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","osgoodi","","cryptotis","100000460","Cryptotis osgoodi","split from equatoris","Moreno Cárdenas, P. A., & Albuja, L. (2014). Una nueva especie de Musaraña del género Cryptotis Pomel 1848 (Mammalia: Soricomorpha: Soricidae) de Ecuador y estatus taxonomico de Cryptotis equatoris Thomas (1912). Papéis Avulsos de Zoologia (São Paulo), 54(28), 403-418.","false","false","","true","splitfromexisting","Cryptotis osgoodi","Cryptotis osgoodi"," notentered","Moreno Cárdenas, P. A., & Albuja, L. (2014). Una nueva especie de Musaraña del género Cryptotis Pomel 1848 (Mammalia: Soricomorpha: Soricidae) de Ecuador y estatus taxonomico de Cryptotis equatoris Thomas (1912). Papéis Avulsos de Zoologia (São Paulo), 54(28), 403-418.","Moreno Cárdenas, P A., & Albuja, L ","2014"," noneYet"," noneYet","Stone","1914"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","parva","","cryptotis","41377","Cryptotis parva","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","peregrina","","cryptotis","136550","Cryptotis peregrina","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","perijensis","","cryptotis","100000079","Cryptotis perijensis","","","false","false","","true","denovo","Cryptotis perijensis","Cryptotis perijensis","venezuela and colombia","Quiroga-Carmona, M.; Woodman, N. (2015). ""A new species of Cryptotis (Mammalia, Eulipotyphla, Soricidae) from the Sierra de Perijá, Venezuelan-Colombian &es"". Journal of Mammalogy 96 (4): 800–809. doi:10.1093/jmammal/gyv085.","Quiroga-Carmona, M.; Woodman, N ","2015"," noneYet"," noneYet","Quiroga-Carmona & Woodman","2015"," noneYet","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","peruviensis","","cryptotis","136734","Cryptotis peruviensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","phillipsii","","cryptotis","136639","Cryptotis phillipsii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","pueblensis","","cryptotis","400000105","Cryptotis pueblensis","synonym of parva","Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).","false","true","cryptotis parvus","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","soricina","","cryptotis","400000106","Cryptotis soricina","synonym of parva","Hutchinson, S. J. (2010). Phylogeography of Cryptotis Parva in the United States Using Morphometrics and Population Genetics (Doctoral dissertation, University of North Carolina Wilmington).","false","true","cryptotis parvus","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","squamipes","","cryptotis","41378","Cryptotis squamipes","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","tamensis","","cryptotis","136780","Cryptotis tamensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","thomasi","","cryptotis","41379","Cryptotis thomasi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","tropicalis","","cryptotis","136757","Cryptotis tropicalis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","eulipotyphla","soricidae","soricinae","blarinini","venezuelensis","","cryptotis","100000080","Cryptotis venezuelensis","","","false","false","","true","denovo","Cryptotis venezuelensis","Cryptotis venezuelensis","venezuela","Quiroga-Carmona, M. 2013. Una nueva especie de musaraña del género Cryptotis (Soricomorpha: Soricidae) de la Serranía del Litoral en el norte de Venezuela. Mastozoología Neotropical 20: 123-137. [135]","Quiroga-Carmona, M","2013"," noneYet"," noneYet","Quiroga-Carmona","2013"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenodactylidae","","","gundi","","ctenodactylus","5792","Ctenodactylus gundi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenodactylidae","","","vali","","ctenodactylus","5793","Ctenodactylus vali","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","andersoni","","ctenomys","100000081","Ctenomys andersoni","","","false","false","","true","denovo","Ctenomys andersoni","Ctenomys andersoni","bolivia","Gardner, S.L., Salazar Bravo, J. & Cook, J.A. 2014. New Species of Ctenomys Blainville 1826 (Rodentia: Ctenomyidae) from the Lowlands & Central Valleys of Bolivia. Special Publications, Museum of Texas Tech University 62: 1-34 [150]","Gardner, S.L., Salazar Bravo, J & Cook, J.A","2014"," noneYet"," noneYet","Gardner, Salazar-Bravo & Cook","2014"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","argentinus","","ctenomys","5795","Ctenomys argentinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","australis","","ctenomys","5796","Ctenomys australis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","azarae","","ctenomys","5797","Ctenomys azarae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","bergi","","ctenomys","136687","Ctenomys bergi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","bicolor","","ctenomys","400000107","Ctenomys bicolor","recognized as a distinct species","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","boliviensis","","ctenomys","5798","Ctenomys boliviensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","bonettoi","","ctenomys","5799","Ctenomys bonettoi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","brasiliensis","","ctenomys","5800","Ctenomys brasiliensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","colburni","","ctenomys","5801","Ctenomys colburni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","coludo","","ctenomys","136308","Ctenomys coludo","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","conoveri","","ctenomys","5802","Ctenomys conoveri","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","coyhaiquensis","","ctenomys","136295","Ctenomys coyhaiquensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","dorbignyi","","ctenomys","136234","Ctenomys dorbignyi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","dorsalis","","ctenomys","5803","Ctenomys dorsalis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","emilianus","","ctenomys","5804","Ctenomys emilianus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","erikacuellarae","","ctenomys","100000082","Ctenomys erikacuellarae","","","false","false","","true","denovo","Ctenomys erikacuellarae","Ctenomys erikacuellarae","bolivia","Gardner, S.L., Salazar Bravo, J. & Cook, J.A. 2014. New Species of Ctenomys Blainville 1826 (Rodentia: Ctenomyidae) from the Lowlands & Central Valleys of Bolivia. Special Publications, Museum of Texas Tech University 62: 1-34 [151]","Gardner, S.L., Salazar Bravo, J & Cook, J.A","2014"," noneYet"," noneYet","Gardner, Salazar-Bravo & Cook","2014"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","famosus","","ctenomys","136588","Ctenomys famosus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","flamarioni","","ctenomys","136464","Ctenomys flamarioni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","fochi","","ctenomys","136499","Ctenomys fochi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","fodax","","ctenomys","136601","Ctenomys fodax","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","frater","","ctenomys","5805","Ctenomys frater","includes C. budini and C. sylvanus","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","fulvus","","ctenomys","5806","Ctenomys fulvus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","goodfellowi","","ctenomys","136607","Ctenomys goodfellowi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","haigi","","ctenomys","5807","Ctenomys haigi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","ibicuiensis","","ctenomys","100000083","Ctenomys ibicuiensis","","","false","false","","true","denovo","Ctenomys ibicuiensis","Ctenomys ibicuiensis","brazil (rio grande do sul)","de Freitas, T.R.O., Fernandes, F.A., Fornel, R. & Roratto, P.A. 2012. An endemic new species of tuco-tuco, genus Ctenomys (Rodentia: Ctenomyidae), with a restricted geographic distribution in southern Brazil. Journal of Mammalogy 93: 1355-1367","de Freitas, T.R.O., Fernandes, F.A., Fornel, R & Roratto, P.A","2012"," noneYet"," noneYet","de Freitas, Fernandes, Fornel & Roratto","2012"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","johannis","","ctenomys","136281","Ctenomys johannis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","juris","","ctenomys","136556","Ctenomys juris","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","knighti","","ctenomys","5808","Ctenomys knighti","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","lami","","ctenomys","136567","Ctenomys lami","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","latro","","ctenomys","5809","Ctenomys latro","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","lessai","","ctenomys","100000084","Ctenomys lessai","","","false","false","","true","denovo","Ctenomys lessai","Ctenomys lessai","bolivia","Gardner, S.L., Salazar Bravo, J. & Cook, J.A. 2014. New Species of Ctenomys Blainville 1826 (Rodentia: Ctenomyidae) from the Lowlands & Central Valleys of Bolivia. Special Publications, Museum of Texas Tech University 62: 1-34 [152]","Gardner, S.L., Salazar Bravo, J & Cook, J.A","2014"," noneYet"," noneYet","Gardner, Salazar-Bravo & Cook","2014"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","leucodon","","ctenomys","5810","Ctenomys leucodon","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","lewisi","","ctenomys","5811","Ctenomys lewisi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","magellanicus","","ctenomys","5812","Ctenomys magellanicus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","mariafarelli","","ctenomys","400000108","Ctenomys mariafarelli","recognized as a distinct species","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","maulinus","","ctenomys","5813","Ctenomys maulinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","mendocinus","","ctenomys","5814","Ctenomys mendocinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","minutus","","ctenomys","5815","Ctenomys minutus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","nattereri","","ctenomys","400000109","Ctenomys nattereri","recognized as a distinct species","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","occultus","","ctenomys","5817","Ctenomys occultus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","opimus","","ctenomys","5818","Ctenomys opimus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","osvaldoreigi","","ctenomys","136390","Ctenomys osvaldoreigi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","paraguayensis","","ctenomys","400000110","Ctenomys paraguayensis","recognized as a distinct species","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","pearsoni","","ctenomys","5819","Ctenomys pearsoni","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","perrensi","","ctenomys","5820","Ctenomys perrensi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","peruanus","","ctenomys","5821","Ctenomys peruanus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","pilarensis","","ctenomys","136289","Ctenomys pilarensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","pontifex","","ctenomys","5822","Ctenomys pontifex","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","porteousi","","ctenomys","5823","Ctenomys porteousi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","pundti","","ctenomys","136370","Ctenomys pundti","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","rionegrensis","","ctenomys","136635","Ctenomys rionegrensis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","roigi","","ctenomys","136633","Ctenomys roigi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","rondoni","","ctenomys","400000111","Ctenomys rondoni","recognized as a distinct species","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","rosendopascuali","","ctenomys","400000112","Ctenomys rosendopascuali","recognized as a distinct species","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","saltarius","","ctenomys","5824","Ctenomys saltarius","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","scagliai","","ctenomys","136568","Ctenomys scagliai","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","sericeus","","ctenomys","5825","Ctenomys sericeus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","sociabilis","","ctenomys","5826","Ctenomys sociabilis","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","steinbachi","","ctenomys","5827","Ctenomys steinbachi","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","talarum","","ctenomys","5828","Ctenomys talarum","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","torquatus","","ctenomys","5829","Ctenomys torquatus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","tuconax","","ctenomys","5830","Ctenomys tuconax","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","tucumanus","","ctenomys","5831","Ctenomys tucumanus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","tulduco","","ctenomys","136826","Ctenomys tulduco","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","validus","","ctenomys","5832","Ctenomys validus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","viperinus","","ctenomys","136758","Ctenomys viperinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","yatesi","","ctenomys","100000085","Ctenomys yatesi","","","false","false","","true","denovo","Ctenomys yatesi","Ctenomys yatesi","bolivia","Gardner, S.L., Salazar Bravo, J. & Cook, J.A. 2014. New Species of Ctenomys Blainville 1826 (Rodentia: Ctenomyidae) from the Lowlands & Central Valleys of Bolivia. Special Publications, Museum of Texas Tech University 62: 1-34 [153]","Gardner, S.L., Salazar Bravo, J & Cook, J.A","2014"," noneYet"," noneYet","Gardner, Salazar-Bravo & Cook","2014"," noneYet","false","NA","",""
"placentalia","boreoeutheria","rodentia","ctenomyidae","","","yolandae","","ctenomys","136681","Ctenomys yolandae","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cuniculidae","","","paca","","cuniculus","699","Cuniculus paca","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","cuniculidae","","","taczanowskii","","cuniculus","700","Cuniculus taczanowskii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","canidae","","","alpinus","","cuon","5953","Cuon alpinus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","abrocomidae","","","ashaninka","","cuscomys","400000113","Cuscomys ashaninka","misspelt, should be ashaninka","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","rodentia","abrocomidae","","","oblativus","","cuscomys","400000114","Cuscomys oblativus","spelt oblativus, not oblativa","Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","xenarthra","pilosa","cyclopedidae","","","didactylus","","cyclopes","6019","Cyclopes didactylus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","herpestidae","herpestinae","","penicillata","","cynictis","41597","Cynictis penicillata","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","dermoptera","cynocephalidae","","","volans","","cynocephalus","6081","Cynocephalus volans","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","carnivora","viverridae","hemigalinae","","bennettii","","cynogale","6082","Cynogale bennettii","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","molossidae","molossinae","","abrasus","","cynomops","13637","Cynomops abrasus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","molossidae","molossinae","","greenhalli","","cynomops","13639","Cynomops greenhalli","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","molossidae","molossinae","","mastivus","","cynomops","100000461","Cynomops mastivus","split from abrasus","Moras, L. M., Tavares, V. D. C., Pepato, A. R., Santos, F. R., & Gregorin, R. (2016). Reassessment of the evolutionary relationships within the dog‐faced bats, genus Cynomops (Chiroptera: Molossidae). Zoologica Scripta, 45(5), 465-480.","false","false","","true","splitfromexisting","Cynomops mastivus","Cynomops mastivus"," notentered","Moras, L. M., Tavares, V. D. C., Pepato, A. R., Santos, F. R., & Gregorin, R. (2016). Reassessment of the evolutionary relationships within the dog‐faced bats, genus Cynomops (Chiroptera: Molossidae). Zoologica Scripta, 45(5), 465-480.","Moras, L M., Tavares, V D C., Pepato, A R., Santos, F R., & Gregorin, R ","2016"," noneYet"," noneYet","Thomas","1911"," noneYet","false","NA","",""
"placentalia","boreoeutheria","chiroptera","molossidae","molossinae","","mexicanus","","cynomops","136611","Cynomops mexicanus","","","false","false","","false","","","","","","","","","","","","","false","NA","",""
"placentalia","boreoeutheria","chiroptera","molossidae","molossinae","","milleri","","cynomops","100000462","Cynomops milleri","split from paranus","Moras, L. M., Tavares, V. D. C., Pepato, A. R., Santos, F. R., & Gregorin, R. (2016). Reassessment of the evolutionary relationships within the dog‐faced bats, genus Cynomops (Chiroptera: Molossidae). Zoologica Scripta, 45(5), 465-480.","false","false","","true","splitfromexisting","Cynomops milleri","Cynomops milleri"," notentered","Moras, L. M., Tavares, V. D. C., Pepato, A. R., Santos, F. R., & Gregorin, R. (2016). Reassessment of the evolutionary relationships within the dog‐faced bats, genus Cynomops (Chiroptera: Molossidae). Zoologica Scripta, 45(5), 465-480.","Moras, L M., Tavares, V D C., Pepato, A R., Santos, F R., & Gregorin, R ","2016"," noneYet"," noneYet","Osgood","1914"," noneYet","false","NA","",""
