"id","species_authority","canonical_sciname","image","notes","authority_year","parens_auth_genus","internal_id","major_type","genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","simple_linnean_group","linnean_order","source","species","taxon_credit","taxon_credit_date","common_name","major_subtype","linnean_family","simple_linnean_subgroup"
"4193","","Reithrodontomys montanus","","","","0","19413","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","montanus","","","","euarchontoglires","cricetidae","rodents"
"4194","","Reithrodontomys musseri","","","","0","100000302","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","newsp","musseri","","","","euarchontoglires","cricetidae","rodents"
"4195","","Reithrodontomys paradoxus","","","","0","19414","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","paradoxus","","","","euarchontoglires","cricetidae","rodents"
"4196","","Reithrodontomys raviventris","","","","0","19401","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","raviventris","","","","euarchontoglires","cricetidae","rodents"
"4197","","Reithrodontomys rodriguezi","","","","0","19415","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","rodriguezi","","","","euarchontoglires","cricetidae","rodents"
"4198","","Reithrodontomys spectabilis","","","","0","19416","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","spectabilis","","","","euarchontoglires","cricetidae","rodents"
"4199","","Reithrodontomys sumichrasti","","","","0","19417","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","sumichrasti","","","","euarchontoglires","cricetidae","rodents"
"4200","","Reithrodontomys tenuirostris","","","","0","19418","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","tenuirostris","","","","euarchontoglires","cricetidae","rodents"
"4201","","Reithrodontomys zacatecae","","","","0","19419","boreoeutheria","reithrodontomys","","0","","","","eutheria","rodentia","iucn","zacatecae","","","","euarchontoglires","cricetidae","rodents"
"4202","","Rhagomys longilingua","","","","0","136521","boreoeutheria","rhagomys","","0","","","","eutheria","rodentia","iucn","longilingua","","","","euarchontoglires","cricetidae","rodents"
"4203","","Rhagomys rufescens","","","","0","19454","boreoeutheria","rhagomys","","0","","","","eutheria","rodentia","iucn","rufescens","","","","euarchontoglires","cricetidae","rodents"
"4204","","Rheomys mexicanus","","","","0","19484","boreoeutheria","rheomys","","0","","","","eutheria","rodentia","iucn","mexicanus","","","","euarchontoglires","cricetidae","rodents"
"4205","","Rheomys raptor","","","","0","19485","boreoeutheria","rheomys","","0","","","","eutheria","rodentia","iucn","raptor","","","","euarchontoglires","cricetidae","rodents"
"4206","","Rheomys thomasi","","","","0","19486","boreoeutheria","rheomys","","0","","","","eutheria","rodentia","iucn","thomasi","","","","euarchontoglires","cricetidae","rodents"
"4207","","Rheomys underwoodi","","","","0","19487","boreoeutheria","rheomys","","0","","","","eutheria","rodentia","iucn","underwoodi","","","","euarchontoglires","cricetidae","rodents"
"4208","","Rhipidomys austrinus","","","","0","19605","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","austrinus","","","","euarchontoglires","cricetidae","rodents"
"4209","","Rhipidomys cariri","","","","0","136357","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","cariri","","","","euarchontoglires","cricetidae","rodents"
"4210","","Rhipidomys caucensis","","","","0","19606","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","caucensis","","","","euarchontoglires","cricetidae","rodents"
"4211","","Rhipidomys couesi","","","","0","19607","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","couesi","","","","euarchontoglires","cricetidae","rodents"
"4212","","Rhipidomys emiliae","","","","0","136195","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","emiliae","","","","euarchontoglires","cricetidae","rodents"
"4213","","Rhipidomys fulviventer","","","","0","19608","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","fulviventer","","","","euarchontoglires","cricetidae","rodents"
"4214","","Rhipidomys gardneri","","","","0","136759","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","gardneri","","","","euarchontoglires","cricetidae","rodents"
"4215","","Rhipidomys ipukensis","","","","0","100000317","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","newsp","ipukensis","","","","euarchontoglires","cricetidae","rodents"
"4216","","Rhipidomys itoan","","","","0","100000318","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","newsp","itoan","","","","euarchontoglires","cricetidae","rodents"
"4217","","Rhipidomys latimanus","","","","0","19609","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","latimanus","","","","euarchontoglires","cricetidae","rodents"
"4218","","Rhipidomys leucodactylus","","","","0","19610","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","leucodactylus","","","","euarchontoglires","cricetidae","rodents"
"4219","","Rhipidomys macconnelli","","","","0","19611","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","macconnelli","","","","euarchontoglires","cricetidae","rodents"
"4220","","Rhipidomys macrurus","","","","0","136422","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","macrurus","","","","euarchontoglires","cricetidae","rodents"
"4221","","Rhipidomys mastacalis","","","","0","19612","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","mastacalis","","","","euarchontoglires","cricetidae","rodents"
"4222","","Rhipidomys modicus","","","","0","136210","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","modicus","","","","euarchontoglires","cricetidae","rodents"
"4223","","Rhipidomys nitela","","","","0","19613","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","nitela","","","","euarchontoglires","cricetidae","rodents"
"4224","","Rhipidomys ochrogaster","","","","0","19614","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","ochrogaster","","","","euarchontoglires","cricetidae","rodents"
"4225","","Rhipidomys tribei","","","","0","100000319","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","newsp","tribei","","","","euarchontoglires","cricetidae","rodents"
"4226","","Rhipidomys venezuelae","","","","0","19616","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","venezuelae","","","","euarchontoglires","cricetidae","rodents"
"4227","","Rhipidomys venustus","","","","0","19617","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","venustus","","","","euarchontoglires","cricetidae","rodents"
"4228","","Rhipidomys wetzeli","","","","0","19618","boreoeutheria","rhipidomys","","0","","","","eutheria","rodentia","iucn","wetzeli","","","","euarchontoglires","cricetidae","rodents"
"4229","","Salinomys delicatus","","","","0","136228","boreoeutheria","salinomys","","0","","","","eutheria","rodentia","iucn","delicatus","","","","euarchontoglires","cricetidae","rodents"
"4230","","Scapteromys aquaticus","","","","0","136549","boreoeutheria","scapteromys","","0","","","","eutheria","rodentia","iucn","aquaticus","","","","euarchontoglires","cricetidae","rodents"
"4231","","Scapteromys meridionalis","","","","0","100000323","boreoeutheria","scapteromys","","0","","","","eutheria","rodentia","newsp","meridionalis","","","","euarchontoglires","cricetidae","rodents"
"4232","","Scapteromys tumidus","","","","0","19945","boreoeutheria","scapteromys","","0","","","","eutheria","rodentia","iucn","tumidus","","","","euarchontoglires","cricetidae","rodents"
"4233","","Scolomys melanops","","","","0","20036","boreoeutheria","scolomys","","0","","","","eutheria","rodentia","iucn","melanops","","","","euarchontoglires","cricetidae","rodents"
"4234","","Scolomys ucayalensis","","","","0","20037","boreoeutheria","scolomys","","0","","","","eutheria","rodentia","iucn","ucayalensis","","","","euarchontoglires","cricetidae","rodents"
"4235","","Scotinomys teguina","","","","0","20052","boreoeutheria","scotinomys","","0","","","","eutheria","rodentia","iucn","teguina","","","","euarchontoglires","cricetidae","rodents"
"4236","","Scotinomys xerampelinus","","","","0","20053","boreoeutheria","scotinomys","","0","","","","eutheria","rodentia","iucn","xerampelinus","","","","euarchontoglires","cricetidae","rodents"
"4237","","Sigmodon alleni","","","","0","20209","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","alleni","","","","euarchontoglires","cricetidae","rodents"
"4238","","Sigmodon alstoni","","","","0","20210","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","alstoni","","","","euarchontoglires","cricetidae","rodents"
"4239","","Sigmodon arizonae","","","","0","20211","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","arizonae","","","","euarchontoglires","cricetidae","rodents"
"4240","","Sigmodon fulviventer","","","","0","20212","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","fulviventer","","","","euarchontoglires","cricetidae","rodents"
"4241","","Sigmodon hirsutus","","","","0","136426","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","hirsutus","","","","euarchontoglires","cricetidae","rodents"
"4242","","Sigmodon hispidus","","","","0","20213","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","hispidus","","","","euarchontoglires","cricetidae","rodents"
"4243","","Sigmodon inopinatus","","","","0","20214","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","inopinatus","","","","euarchontoglires","cricetidae","rodents"
"4244","","Sigmodon leucotis","","","","0","20215","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","leucotis","","","","euarchontoglires","cricetidae","rodents"
"4245","","Sigmodon mascotensis","","","","0","20216","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","mascotensis","","","","euarchontoglires","cricetidae","rodents"
"4246","","Sigmodon ochrognathus","","","","0","20217","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","ochrognathus","","","","euarchontoglires","cricetidae","rodents"
"4247","","Sigmodon peruanus","","","","0","20218","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","peruanus","","","","euarchontoglires","cricetidae","rodents"
"4248","","Sigmodon planifrons","","","","0","136405","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","planifrons","","","","euarchontoglires","cricetidae","rodents"
"4249","","Sigmodon toltecus","","","","0","136559","boreoeutheria","sigmodon","","0","","","","eutheria","rodentia","iucn","toltecus","","","","euarchontoglires","cricetidae","rodents"
"4250","","Sigmodontomys alfari","","","","0","20221","boreoeutheria","sigmodontomys","","0","","","","eutheria","rodentia","iucn","alfari","","","","euarchontoglires","cricetidae","rodents"
"4251","","Sigmodontomys aphrastus","","","","0","20222","boreoeutheria","sigmodontomys","","0","","","","eutheria","rodentia","iucn","aphrastus","","","","euarchontoglires","cricetidae","rodents"
"4252","","Sooretamys angouya","","","","0","135161","boreoeutheria","sooretamys","","0","","","","eutheria","rodentia","iucn","angouya","","","","euarchontoglires","cricetidae","rodents"
"4253","","Synaptomys borealis","","","","0","42638","boreoeutheria","synaptomys","","0","","","","eutheria","rodentia","iucn","borealis","","","","euarchontoglires","cricetidae","rodents"
"4254","","Synaptomys cooperi","","","","0","42639","boreoeutheria","synaptomys","","0","","","","eutheria","rodentia","iucn","cooperi","","","","euarchontoglires","cricetidae","rodents"
"4255","","Tapecomys primus","","","","0","136772","boreoeutheria","tapecomys","","0","","","","eutheria","rodentia","iucn","primus","","","","euarchontoglires","cricetidae","rodents"
"4256","","Thalpomys cerradensis","","","","0","21694","boreoeutheria","thalpomys","","0","","","","eutheria","rodentia","iucn","cerradensis","","","","euarchontoglires","cricetidae","rodents"
"4257","","Thalpomys lasiotis","","","","0","21695","boreoeutheria","thalpomys","","0","","","","eutheria","rodentia","iucn","lasiotis","","","","euarchontoglires","cricetidae","rodents"
"4258","","Thaptomys nigrita","","","","0","750","boreoeutheria","thaptomys","","0","","","","eutheria","rodentia","iucn","nigrita","","","","euarchontoglires","cricetidae","rodents"
"4259","","Thomasomys andersoni","","","","0","100000349","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","newsp","andersoni","","","","euarchontoglires","cricetidae","rodents"
"4260","","Thomasomys apeco","","","","0","136667","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","apeco","","","","euarchontoglires","cricetidae","rodents"
"4261","","Thomasomys aureus","","","","0","21769","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","aureus","","","","euarchontoglires","cricetidae","rodents"
"4262","","Thomasomys baeops","","","","0","21770","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","baeops","","","","euarchontoglires","cricetidae","rodents"
"4263","","Thomasomys bombycinus","","","","0","21771","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","bombycinus","","","","euarchontoglires","cricetidae","rodents"
"4264","","Thomasomys caudivarius","","","","0","136413","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","caudivarius","","","","euarchontoglires","cricetidae","rodents"
"4265","","Thomasomys cinereiventer","","","","0","21772","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","cinereiventer","","","","euarchontoglires","cricetidae","rodents"
"4266","","Thomasomys cinereus","","","","0","21773","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","cinereus","","","","euarchontoglires","cricetidae","rodents"
"4267","","Thomasomys cinnameus","","","","0","136822","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","cinnameus","","","","euarchontoglires","cricetidae","rodents"
"4268","","Thomasomys daphne","","","","0","21774","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","daphne","","","","euarchontoglires","cricetidae","rodents"
"4269","","Thomasomys eleusis","","","","0","21775","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","eleusis","","","","euarchontoglires","cricetidae","rodents"
"4270","","Thomasomys erro","","","","0","136345","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","erro","","","","euarchontoglires","cricetidae","rodents"
"4271","","Thomasomys gracilis","","","","0","21776","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","gracilis","","","","euarchontoglires","cricetidae","rodents"
"4272","","Thomasomys hudsoni","","","","0","136762","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","hudsoni","","","","euarchontoglires","cricetidae","rodents"
"4273","","Thomasomys hylophilus","","","","0","21777","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","hylophilus","","","","euarchontoglires","cricetidae","rodents"
"4274","","Thomasomys incanus","","","","0","21778","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","incanus","","","","euarchontoglires","cricetidae","rodents"
"4275","","Thomasomys ischyrus","","","","0","21779","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","ischyrus","","","","euarchontoglires","cricetidae","rodents"
"4276","","Thomasomys kalinowskii","","","","0","21780","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","kalinowskii","","","","euarchontoglires","cricetidae","rodents"
"4277","","Thomasomys ladewi","","","","0","21781","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","ladewi","","","","euarchontoglires","cricetidae","rodents"
"4278","","Thomasomys laniger","","","","0","21782","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","laniger","","","","euarchontoglires","cricetidae","rodents"
"4279","","Thomasomys macrotis","","","","0","136480","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","macrotis","","","","euarchontoglires","cricetidae","rodents"
"4280","","Thomasomys monochromos","","","","0","21783","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","monochromos","","","","euarchontoglires","cricetidae","rodents"
"4281","","Thomasomys niveipes","","","","0","21784","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","niveipes","","","","euarchontoglires","cricetidae","rodents"
"4282","","Thomasomys notatus","","","","0","21785","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","notatus","","","","euarchontoglires","cricetidae","rodents"
"4283","","Thomasomys onkiro","","","","0","136575","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","onkiro","","","","euarchontoglires","cricetidae","rodents"
"4284","","Thomasomys oreas","","","","0","21786","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","oreas","","","","euarchontoglires","cricetidae","rodents"
"4285","","Thomasomys paramorum","","","","0","21787","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","paramorum","","","","euarchontoglires","cricetidae","rodents"
"4286","","Thomasomys popayanus","","","","0","136506","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","popayanus","","","","euarchontoglires","cricetidae","rodents"
"4287","","Thomasomys praetor","","","","0","136312","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","praetor","","","","euarchontoglires","cricetidae","rodents"
"4288","","Thomasomys pyrrhonotus","","","","0","21788","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","pyrrhonotus","","","","euarchontoglires","cricetidae","rodents"
"4289","","Thomasomys rhoadsi","","","","0","21789","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","rhoadsi","","","","euarchontoglires","cricetidae","rodents"
"4290","","Thomasomys rosalinda","","","","0","21790","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","rosalinda","","","","euarchontoglires","cricetidae","rodents"
"4291","","Thomasomys silvestris","","","","0","21791","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","silvestris","","","","euarchontoglires","cricetidae","rodents"
"4292","","Thomasomys taczanowskii","","","","0","21792","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","taczanowskii","","","","euarchontoglires","cricetidae","rodents"
"4293","","Thomasomys ucucha","","","","0","136487","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","ucucha","","","","euarchontoglires","cricetidae","rodents"
"4294","","Thomasomys vestitus","","","","0","21793","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","vestitus","","","","euarchontoglires","cricetidae","rodents"
"4295","","Thomasomys vulcani","","","","0","136349","boreoeutheria","thomasomys","","0","","","","eutheria","rodentia","iucn","vulcani","","","","euarchontoglires","cricetidae","rodents"
"4296","","Transandinomys bolivaris","","","","0","15588","boreoeutheria","transandinomys","","0","","","","eutheria","rodentia","iucn","bolivaris","","","","euarchontoglires","cricetidae","rodents"
"4297","","Transandinomys talamancae","","","","0","15615","boreoeutheria","transandinomys","","0","","","","eutheria","rodentia","iucn","talamancae","","","","euarchontoglires","cricetidae","rodents"
"4298","","Tscherskia triton","","","","0","22432","boreoeutheria","tscherskia","","0","","","","eutheria","rodentia","iucn","triton","","","","euarchontoglires","cricetidae","rodents"
"4299","","Tylomys bullaris","","","","0","22570","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","bullaris","","","","euarchontoglires","cricetidae","rodents"
"4300","","Tylomys fulviventer","","","","0","22571","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","fulviventer","","","","euarchontoglires","cricetidae","rodents"
"4301","","Tylomys mirae","","","","0","22572","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","mirae","","","","euarchontoglires","cricetidae","rodents"
"4302","","Tylomys nudicaudus","","","","0","22573","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","nudicaudus","","","","euarchontoglires","cricetidae","rodents"
"4303","","Tylomys panamensis","","","","0","22574","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","panamensis","","","","euarchontoglires","cricetidae","rodents"
"4304","","Tylomys tumbalensis","","","","0","22575","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","tumbalensis","","","","euarchontoglires","cricetidae","rodents"
"4305","","Tylomys watsoni","","","","0","22576","boreoeutheria","tylomys","","0","","","","eutheria","rodentia","iucn","watsoni","","","","euarchontoglires","cricetidae","rodents"
"4306","","Volemys millicens","","","","0","23043","boreoeutheria","volemys","","0","","","","eutheria","rodentia","iucn","millicens","","","","euarchontoglires","cricetidae","rodents"
"4307","","Volemys musseri","","","","0","23044","boreoeutheria","volemys","","0","","","","eutheria","rodentia","iucn","musseri","","","","euarchontoglires","cricetidae","rodents"
"4308","","Wiedomys cerradensis","","","","0","136745","boreoeutheria","wiedomys","","0","","","","eutheria","rodentia","iucn","cerradensis","","","","euarchontoglires","cricetidae","rodents"
"4309","","Wiedomys pyrrhorhinos","","","","0","23076","boreoeutheria","wiedomys","","0","","","","eutheria","rodentia","iucn","pyrrhorhinos","","","","euarchontoglires","cricetidae","rodents"
"4310","","Wilfredomys oenax","","","","0","23077","boreoeutheria","wilfredomys","","0","","","","eutheria","rodentia","iucn","oenax","","","","euarchontoglires","cricetidae","rodents"
"4311","","Xenomys nelsoni","","","","0","23115","boreoeutheria","xenomys","","0","","","","eutheria","rodentia","iucn","nelsoni","","","","euarchontoglires","cricetidae","rodents"
"4312","","Zygodontomys brevicauda","","","","0","23321","boreoeutheria","zygodontomys","","0","","","","eutheria","rodentia","iucn","brevicauda","","","","euarchontoglires","cricetidae","rodents"
"4313","","Zygodontomys brunneus","","","","0","23322","boreoeutheria","zygodontomys","","0","","","","eutheria","rodentia","iucn","brunneus","","","","euarchontoglires","cricetidae","rodents"
"4314","","Ctenodactylus gundi","","","","0","5792","boreoeutheria","ctenodactylus","","0","","","","eutheria","rodentia","iucn","gundi","","","","euarchontoglires","ctenodactylidae","rodents"
"4315","","Ctenodactylus vali","","","","0","5793","boreoeutheria","ctenodactylus","","0","","","","eutheria","rodentia","iucn","vali","","","","euarchontoglires","ctenodactylidae","rodents"
"4316","","Felovia vae","","","","0","8548","boreoeutheria","felovia","","0","","","","eutheria","rodentia","iucn","vae","","","","euarchontoglires","ctenodactylidae","rodents"
"4317","","Massoutiera mzabi","","","","0","12855","boreoeutheria","massoutiera","","0","","","","eutheria","rodentia","iucn","mzabi","","","","euarchontoglires","ctenodactylidae","rodents"
"4318","","Pectinator spekei","","","","0","16458","boreoeutheria","pectinator","","0","","","","eutheria","rodentia","iucn","spekei","","","","euarchontoglires","ctenodactylidae","rodents"
"4319","","Ctenomys andersoni","","","","0","100000081","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","newsp","andersoni","","","","euarchontoglires","ctenomyidae","rodents"
"4320","","Ctenomys argentinus","","","","0","5795","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","argentinus","","","","euarchontoglires","ctenomyidae","rodents"
"4321","","Ctenomys australis","","","","0","5796","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","australis","","","","euarchontoglires","ctenomyidae","rodents"
"4322","","Ctenomys azarae","","","","0","5797","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","azarae","","","","euarchontoglires","ctenomyidae","rodents"
"4323","","Ctenomys bergi","","","","0","136687","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","bergi","","","","euarchontoglires","ctenomyidae","rodents"
"4324","","Ctenomys boliviensis","","","","0","5798","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","boliviensis","","","","euarchontoglires","ctenomyidae","rodents"
"4325","","Ctenomys bonettoi","","","","0","5799","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","bonettoi","","","","euarchontoglires","ctenomyidae","rodents"
"4326","","Ctenomys brasiliensis","","","","0","5800","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","brasiliensis","","","","euarchontoglires","ctenomyidae","rodents"
"4327","","Ctenomys budini","","","","0","136694","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","budini","","","","euarchontoglires","ctenomyidae","rodents"
"4328","","Ctenomys colburni","","","","0","5801","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","colburni","","","","euarchontoglires","ctenomyidae","rodents"
"4329","","Ctenomys coludo","","","","0","136308","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","coludo","","","","euarchontoglires","ctenomyidae","rodents"
"4330","","Ctenomys conoveri","","","","0","5802","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","conoveri","","","","euarchontoglires","ctenomyidae","rodents"
"4331","","Ctenomys coyhaiquensis","","","","0","136295","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","coyhaiquensis","","","","euarchontoglires","ctenomyidae","rodents"
"4332","","Ctenomys dorbignyi","","","","0","136234","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","dorbignyi","","","","euarchontoglires","ctenomyidae","rodents"
"4333","","Ctenomys dorsalis","","","","0","5803","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","dorsalis","","","","euarchontoglires","ctenomyidae","rodents"
"4334","","Ctenomys emilianus","","","","0","5804","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","emilianus","","","","euarchontoglires","ctenomyidae","rodents"
"4335","","Ctenomys erikacuellarae","","","","0","100000082","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","newsp","erikacuellarae","","","","euarchontoglires","ctenomyidae","rodents"
"4336","","Ctenomys famosus","","","","0","136588","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","famosus","","","","euarchontoglires","ctenomyidae","rodents"
"4337","","Ctenomys flamarioni","","","","0","136464","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","flamarioni","","","","euarchontoglires","ctenomyidae","rodents"
"4338","","Ctenomys fochi","","","","0","136499","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","fochi","","","","euarchontoglires","ctenomyidae","rodents"
"4339","","Ctenomys fodax","","","","0","136601","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","fodax","","","","euarchontoglires","ctenomyidae","rodents"
"4340","","Ctenomys frater","","","","0","5805","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","frater","","","","euarchontoglires","ctenomyidae","rodents"
"4341","","Ctenomys fulvus","","","","0","5806","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","fulvus","","","","euarchontoglires","ctenomyidae","rodents"
"4342","","Ctenomys goodfellowi","","","","0","136607","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","goodfellowi","","","","euarchontoglires","ctenomyidae","rodents"
"4343","","Ctenomys haigi","","","","0","5807","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","haigi","","","","euarchontoglires","ctenomyidae","rodents"
"4344","","Ctenomys ibicuiensis","","","","0","100000083","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","newsp","ibicuiensis","","","","euarchontoglires","ctenomyidae","rodents"
"4345","","Ctenomys johannis","","","","0","136281","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","johannis","","","","euarchontoglires","ctenomyidae","rodents"
"4346","","Ctenomys juris","","","","0","136556","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","juris","","","","euarchontoglires","ctenomyidae","rodents"
"4347","","Ctenomys knighti","","","","0","5808","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","knighti","","","","euarchontoglires","ctenomyidae","rodents"
"4348","","Ctenomys lami","","","","0","136567","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","lami","","","","euarchontoglires","ctenomyidae","rodents"
"4349","","Ctenomys latro","","","","0","5809","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","latro","","","","euarchontoglires","ctenomyidae","rodents"
"4350","","Ctenomys lessai","","","","0","100000084","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","newsp","lessai","","","","euarchontoglires","ctenomyidae","rodents"
"4351","","Ctenomys leucodon","","","","0","5810","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","leucodon","","","","euarchontoglires","ctenomyidae","rodents"
"4352","","Ctenomys lewisi","","","","0","5811","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","lewisi","","","","euarchontoglires","ctenomyidae","rodents"
