canonical_sciname,id,species_authority,image,notes,authority_year,parens_auth_genus,taxon_author,parens_auth_species,genus_authority,deprecated_scientific,subspecies,source,species,taxon_credit,taxon_credit_date,common_name,citation,image_credit,image_license,entry,common_name_source,image_caption,species_authority_citation,genus_authority_citation,simple_linnean_group,simple_linnean_group_alt,major_type,major_subtype,simple_linnean_subgroup,linnean_order,linnean_family,linnean_subfamily,linnean_tribe,genus,juniorSynonym,synonymOf,TaxonomyNotes,TaxonomyNotes_Citation,extinct,geo_distribution,authority_fullcitation,authority_link,MDDv1,internal_id,newSppSinceMSW3,IfNew_category,IfNew_evidenceCitation,IfNew_evidenceAuthors,IfNew_evidenceYear,IfNew_evidenceLink,IfNew_nameCitation,IfNew_nameAuthors,IfNew_nameYear,IfNew_nameLink,genusTransfersinceMSW3,IfTransfer_oldSciName,IfTransfer_oldIUCN_ID,IfTransfer_evidenceCitation
Acomys cineraceus,4716,Heuglin,NULL,NULL,"{""1803"":1877}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,cineraceus,NULL,NULL,Gray Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys dimidiatus,4717,Cretzschmar,NULL,NULL,"{""1803"":1826}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,dimidiatus,NULL,NULL,Arabian Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,"Afrotropics, Palearctic",NA,NA,1,136471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys ignitus,4718,Dollman,NULL,NULL,"{""1803"":1911}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,ignitus,NULL,NULL,Fiery Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys johannis,4719,Thomas,NULL,NULL,"{""1803"":1912}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,johannis,NULL,NULL,Johan&rsquo;s Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,44938,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys kempi,4720,Dollman,NULL,NULL,"{""1803"":1911}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,kempi,NULL,NULL,Kemp&#39;s Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys louisae,4721,Thomas,NULL,NULL,"{""1803"":1912}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,louisae,NULL,NULL,Louise&#39;s Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys minous,4722,Bate,NULL,NULL,"{""1803"":1903}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,minous,NULL,NULL,Crete Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Palearctic,NA,NA,1,269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys mullah,4723,Thomas,NULL,NULL,"{""1803"":1912}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,mullah,NULL,NULL,Mullah Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys muzei,4724,"W. Verheyen, Hulselmans, Wendelen, Leirs, Corti, Backeljau, & E. Verheyen",NULL,NULL,"{""1803"":2011}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,newsp,muzei,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,100000003,1,deNovo,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T. & Verheyen, E. 2011. Contribution to the systematics & zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex & the description of two new species (Rodentia: Muridae). Zootaxa 3059:1-35","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T & Verheyen, E",2011,https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T. & Verheyen, E. 2011. Contribution to the systematics & zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex & the description of two new species (Rodentia: Muridae). Zootaxa 3059:1-35","W. Verheyen, Hulselmans, Wendelen, Leirs & Corti",2011,https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae,0,NA,NA,NA
Acomys nesiotes,4725,Bate,NULL,NULL,"{""1803"":1903}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,nesiotes,NULL,NULL,Cyprus Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Palearctic,NA,NA,1,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys ngurui,4726,"W. Verheyen, Hulselmans, Wendelen, Leirs, Corti, Backeljau, & E. Verheyen",NULL,NULL,"{""1803"":2011}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,newsp,ngurui,NULL,NULL,NULL,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,100000004,1,deNovo,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T. & Verheyen, E. 2011. Contribution to the systematics & zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex & the description of two new species (Rodentia: Muridae). Zootaxa 3059:1-35","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T & Verheyen, E",2011,https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T. & Verheyen, E. 2011. Contribution to the systematics & zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex & the description of two new species (Rodentia: Muridae). Zootaxa 3059:1-35","W. Verheyen, Hulselmans, Wendelen, Leirs & Corti",2011,https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae,0,NA,NA,NA
Acomys percivali,4727,Dollman,NULL,NULL,"{""1803"":1911}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,percivali,NULL,NULL,Percival&#39;s Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys russatus,4728,Wagner,NULL,NULL,"{""1803"":1840}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,russatus,NULL,NULL,Golden Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,"Afrotropics, Palearctic",NA,NA,1,273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys selousi,6077,de Winton,NULL,split from A. spinosissimus,"{""1803"":1896}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,NULL,selousi,NULL,NULL,NULL,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M. (2011). Contribution to the systematics and zoogeography of the East-African Acomys. Zootaxa, 3059, 1-35.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,split from A. spinosissimus,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M. (2011). Contribution to the systematics and zoogeography of the East-African Acomys. Zootaxa, 3059, 1-35.",0,Afrotropics,NA,NA,1,100000370,1,deNovo,"Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M. (2011). Contribution to the systematics & zoogeography of the East-African Acomys. Zootaxa, 3059, 1-35.","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M ",2011,https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae,"Winton, W.E. de. 1896. On collections of rodents made by Mr. J. Darling in Metabeleland with short Field Notes by the Collectors. Proceedings of the Zoological Society of London, 798-808. 1 pl.",de Winton,1896,http://biostor.org/reference/107964,0,NA,NA,NA
Acomys seurati,4729,Heim de Balsac,NULL,NULL,"{""1803"":1936}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,seurati,NULL,NULL,Seurat&rsquo;s Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Palearctic,NA,NA,1,44939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys spinosissimus,4730,Peters,NULL,NULL,"{""1803"":1852}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,spinosissimus,NULL,NULL,Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys subspinosus,4731,Waterhouse,NULL,NULL,"{""1803"":1837}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,subspinosus,NULL,NULL,Cape Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acomys wilsoni,4732,Thomas,NULL,NULL,"{""1803"":1912}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,iucn,wilsoni,NULL,NULL,Wilson&#39;s Spiny Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,MURIDAE,DEOMYINAE,NA,Acomys,NO,NA,NA,NA,0,Afrotropics,NA,NA,1,276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aconaemys fuscus,5554,Waterhouse,NULL,NULL,"{""1841"":1841}",0,NULL,0,Waterhouse,NULL,NULL,iucn,fuscus,NULL,NULL,Chilean Rock Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,OCTODONTIDAE,NA,NA,Aconaemys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aconaemys porteri,5555,Thomas,NULL,NULL,"{""1841"":1917}",0,NULL,0,Waterhouse,NULL,NULL,iucn,porteri,NULL,NULL,Porter&rsquo;s Rock Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,OCTODONTIDAE,NA,NA,Aconaemys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,136331,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aconaemys sagei,5556,Pearson,NULL,NULL,"{""1841"":1984}",0,NULL,0,Waterhouse,NULL,NULL,iucn,sagei,NULL,NULL,Sage&#39;s Rock Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,OCTODONTIDAE,NA,NA,Aconaemys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acrobates frontalis,6085,de Vis,NULL,split from A. pygmaeus based on morphology,"{""1793"":1887}",0,NULL,0,Shaw,NULL,NULL,NULL,frontalis,NULL,NULL,NULL,"Jackson, S. M., and P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Marsupalia,Marsupalia,Australidelphia,possums and allies,DIPROTODONTIA,ACROBATIDAE,NA,NA,Acrobates,NO,NA,split from A. pygmaeus based on morphology,"Jackson, S. M., and P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.",0,Australasia/Oceania,NA,NA,1,100000371,1,split,"Jackson, S. M. & P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.","Jackson, S M. & P Schouten",2012,http://www.publish.csiro.au/book/6441/,"On a new rare vertebrate from the Herbert River, North Queensland. Proceedings of the Linnean Society of New South Wales (2)1, 1129-1137. [22 Feb 1887]",de Vis,1887,https://www.biodiversitylibrary.org/part/39387#/summary,0,NA,NA,NA
Acrobates pygmaeus,2196,Shaw,NULL,split from A. pygmaeus based on morphology,"{""1793"":1793}",0,NULL,0,Shaw,NULL,NULL,iucn,pygmaeus,NULL,NULL,Feathertail Glider,"Jackson, S. M., and P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.",NULL,NULL,NULL,iucn,NULL,NULL,NULL,metatheria,Marsupalia,Marsupalia,Australidelphia,possums and allies,DIPROTODONTIA,ACROBATIDAE,NA,NA,Acrobates,NO,NA,split from A. pygmaeus based on morphology,"Jackson, S. M., and P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.",0,Australasia/Oceania,NA,NA,1,40584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Acrocodia indicus,3005,Desmarest,NULL,genus transfer,"{""1819"":1819}",0,NULL,0,Desmarest,NULL,NULL,iucn,indicus,NULL,NULL,Malay Tapir,G & G,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,odd-toed ungulates,PERISSODACTYLA,TAPIRIDAE,NA,NA,Acrocodia,NO,NA,genus transfer,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.",0,Indomalaya,NA,NA,1,21472,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Addax nasomaculatus,69,de Blainville,NULL,NULL,"{""1816"":1816}",0,NULL,0,de Blainville,NULL,NULL,iucn,nasomaculatus,NULL,NULL,Addax,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,cervoid ruminants,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,HIPPOTRAGINI,Addax,NO,NA,NA,NA,0,"Afrotropics, Palearctic",NA,NA,1,512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aegialomys baroni,6088,J. A. Allen,NULL,split from A. xanthaeolus,"{""1839"":1897}",0,NULL,0,Waterhouse,NULL,NULL,NULL,baroni,NULL,NULL,NULL,"do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation, and Biogeography. Journal of Mammalian Evolution, 1-48.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Aegialomys,NO,NA,split from A. xanthaeolus,"do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation, and Biogeography. Journal of Mammalian Evolution, 1-48.",0,Neotropics,NA,NA,1,100000372,1,split,"do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation & Biogeography. Journal of Mammalian Evolution, 1-48.","do Prado, J R., & Percequillo, A R ",2017,https://link.springer.com/article/10.1007/s10914-016-9360-y,"Allen, J.A. 1897. Collected writings on mammals. doi: http://dx.doi.org/10.5962/bhl.title.33026",J. A. Allen,1897,http://www.biodiversitylibrary.org/item/77439#page/9/mode/1up,0,NA,NA,NA
Aegialomys galapagoensis,3600,Waterhouse,NULL,fixed spelling error,"{""1839"":1839}",0,NULL,0,Waterhouse,NULL,NULL,iucn,galapagoensis,NULL,NULL,Galapagos Rice Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Aegialomys,NO,NA,fixed spelling error,NA,0,Neotropics,NA,NA,1,400000006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aegialomys ica,6090,Osgood,NULL,split from A. xanthaeolus,"{""1839"":1944}",0,NULL,0,Waterhouse,NULL,NULL,NULL,ica,NULL,NULL,NULL,"do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation, and Biogeography. Journal of Mammalian Evolution, 1-48.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Aegialomys,NO,NA,split from A. xanthaeolus,"do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation, and Biogeography. Journal of Mammalian Evolution, 1-48.",0,Neotropics,NA,NA,1,100000373,1,split,"do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation & Biogeography. Journal of Mammalian Evolution, 1-48.","do Prado, J R., & Percequillo, A R ",2017,https://link.springer.com/article/10.1007/s10914-016-9360-y, noneYet,Osgood,1894, noneYet,0,NA,NA,NA
Aegialomys xanthaeolus,3601,Thomas,NULL,NULL,"{""1839"":1894}",0,NULL,0,Waterhouse,NULL,NULL,iucn,xanthaeolus,NULL,NULL,Yellowish Rice Rat,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Aegialomys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,15616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aeorestes cinereus,6092,Palisot de Beauvois,NULL,previously included in Lasiurus,"{""1796"":1796}",0,NULL,0,Palisot de Beauvois,NULL,NULL,NULL,cinereus,NULL,NULL,NULL,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,LASIURINI,Aeorestes,NO,NA,previously included in Lasiurus,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",0,"Australasia/Oceania, Nearctic",NA,NA,1,400000007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aeorestes egregius,6093,Peters,NULL,previously included in Lasiurus,"{""1796"":1870}",0,NULL,0,Palisot de Beauvois,NULL,NULL,NULL,egregius,NULL,NULL,NULL,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,LASIURINI,Aeorestes,NO,NA,previously included in Lasiurus,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",0,Neotropical,NA,NA,1,400000008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Aeorestes semotus,6094,H. Allen,NULL,"split from A. cinereus, previously included in Lasiurus","{""1806"":1890}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,NULL,semotus,NULL,NULL,NULL,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,LASIURINI,Aeorestes,NO,NA,"split from A. cinereus, previously included in Lasiurus","Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",0,Australasia/Oceania,NA,NA,1,100000374,1,split,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.","Baird, A B., Braun, J K., Mares, M A., Morales, J C., Patton, J C., Tran, C Q., & Bickham, J W ",2015,http://www.bioone.org/doi/abs/10.1093/jmammal/gyv135, noneYet,H. Allen,1890, noneYet,0,NA,NA,NA
Aeorestes villosissimus,6095,É. Geoffroy Saint-Hilaire,NULL,"split from A. cinereus, previously included in Lasiurus","{""1806"":1806}",0,NULL,0,É. Geoffroy Saint-Hilaire,NULL,NULL,NULL,villosissimus,NULL,NULL,NULL,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Placentalia,Placentalia,Boreoeutheria,bats,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,LASIURINI,Aeorestes,NO,NA,"split from A. cinereus, previously included in Lasiurus","Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.",0,Neotropical,NA,NA,1,100000375,1,split,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.","Baird, A B., Braun, J K., Mares, M A., Morales, J C., Patton, J C., Tran, C Q., & Bickham, J W ",2015,http://www.bioone.org/doi/abs/10.1093/jmammal/gyv135,"Geoffroy Saint-Hilaire, E. 1806. Memoire sur le genra et les especes de Vespertilion, l'un des genres de la famille des chauve-souris. Annales du Museum d'Histoire Naturelle, Paris 8: 187-205.",É. Geoffroy Saint-Hilaire,1806,http://www.biodiversitylibrary.org/page/29407857#page/190/mode/1up,0,NA,NA,NA
Aepeomys lugens,3602,Thomas,NULL,NULL,"{""1896"":1896}",0,NULL,0,Thomas,NULL,NULL,iucn,lugens,NULL,NULL,Olive Montane Mouse,NULL,NULL,NULL,NULL,iucn,NULL,NULL,NULL,eutheria,Placentalia,Placentalia,Boreoeutheria,rodents,RODENTIA,CRICETIDAE,SIGMODONTINAE,THOMASOMYINI,Aepeomys,NO,NA,NA,NA,0,Neotropics,NA,NA,1,548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
