"canonical_sciname","id","species_authority","image","notes","authority_year","parens_auth_genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","source","species","taxon_credit","taxon_credit_date","common_name","citation","image_credit","image_license","entry","common_name_source","image_caption","species_authority_citation","genus_authority_citation","simple_linnean_group","simple_linnean_group_alt","major_type","major_subtype","simple_linnean_subgroup","linnean_order","linnean_family","linnean_subfamily","linnean_tribe","genus","juniorSynonym","synonymOf","TaxonomyNotes","TaxonomyNotes_Citation","extinct","geo_distribution","authority_fullcitation","authority_link","MDDv1","internal_id","newSppSinceMSW3","IfNew_category","IfNew_evidenceCitation","IfNew_evidenceAuthors","IfNew_evidenceYear","IfNew_evidenceLink","IfNew_nameCitation","IfNew_nameAuthors","IfNew_nameYear","IfNew_nameLink","genusTransfersinceMSW3","IfTransfer_oldSciName","IfTransfer_oldIUCN_ID","IfTransfer_evidenceCitation"
"Acomys ngurui","4726","W. Verheyen, Hulselmans, Wendelen, Leirs, Corti, Backeljau, & E. Verheyen","null","NULL","{""1803"":2011}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","newsp","ngurui","null","null","NULL","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","afrotropics","","","true","100000004","true","denovo","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T. & Verheyen, E. 2011. Contribution to the systematics & zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex & the description of two new species (Rodentia: Muridae). Zootaxa 3059:1-35","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T & Verheyen, E","2011","https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., Corti, M., Backeljau, T. & Verheyen, E. 2011. Contribution to the systematics & zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex & the description of two new species (Rodentia: Muridae). Zootaxa 3059:1-35","W. Verheyen, Hulselmans, Wendelen, Leirs & Corti","2011","https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae","false","NA","",""
"Acomys percivali","4727","Dollman","null","NULL","{""1803"":1911}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","iucn","percivali","null","null","Percival&#39;s Spiny Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","afrotropics","","","true","272","false","","","","","","","","","","false","NA","",""
"Acomys russatus","4728","Wagner","null","NULL","{""1803"":1840}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","iucn","russatus","null","null","Golden Spiny Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","afrotropics, palearctic","","","true","273","false","","","","","","","","","","false","NA","",""
"Acomys selousi","6077","de Winton","null","split from A. spinosissimus","{""1803"":1896}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","null","selousi","null","null","NULL","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M. (2011). Contribution to the systematics and zoogeography of the East-African Acomys. Zootaxa, 3059, 1-35.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","split from a. spinosissimus","verheyen, w., hulselmans, j., wendelen, w., leirs, h., & corti, m. (2011). contribution to the systematics and zoogeography of the east-african acomys. zootaxa, 3059, 1-35.","false","afrotropics","","","true","100000370","true","denovo","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M. (2011). Contribution to the systematics & zoogeography of the East-African Acomys. Zootaxa, 3059, 1-35.","Verheyen, W., Hulselmans, J., Wendelen, W., Leirs, H., & Corti, M","2011","https://www.researchgate.net/publication/224863134 Contribution to the systematics and zoogeography of the East-African Acomys spinosissimus Peters 1852 species complex and the description of two new species Rodentia Muridae","Winton, W.E. de. 1896. On collections of rodents made by Mr. J. Darling in Metabeleland with short Field Notes by the Collectors. Proceedings of the Zoological Society of London, 798-808. 1 pl.","de Winton","1896","http://biostor.org/reference/107964","false","NA","",""
"Acomys seurati","4729","Heim de Balsac","null","NULL","{""1803"":1936}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","iucn","seurati","null","null","Seurat&rsquo;s Spiny Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","palearctic","","","true","44939","false","","","","","","","","","","false","NA","",""
"Acomys spinosissimus","4730","Peters","null","NULL","{""1803"":1852}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","iucn","spinosissimus","null","null","Spiny Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","afrotropics","","","true","274","false","","","","","","","","","","false","NA","",""
"Acomys subspinosus","4731","Waterhouse","null","NULL","{""1803"":1837}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","iucn","subspinosus","null","null","Cape Spiny Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","afrotropics","","","true","275","false","","","","","","","","","","false","NA","",""
"Acomys wilsoni","4732","Thomas","null","NULL","{""1803"":1912}","false","null","false","É. Geoffroy Saint-Hilaire","null","null","iucn","wilsoni","null","null","Wilson&#39;s Spiny Mouse","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","muridae","deomyinae","","acomys","false","","","","false","afrotropics","","","true","276","false","","","","","","","","","","false","NA","",""
"Aconaemys fuscus","5554","Waterhouse","null","NULL","{""1841"":1841}","false","null","false","Waterhouse","null","null","iucn","fuscus","null","null","Chilean Rock Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","octodontidae","","","aconaemys","false","","","","false","neotropics","","","true","278","false","","","","","","","","","","false","NA","",""
"Aconaemys porteri","5555","Thomas","null","NULL","{""1841"":1917}","false","null","false","Waterhouse","null","null","iucn","porteri","null","null","Porter&rsquo;s Rock Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","octodontidae","","","aconaemys","false","","","","false","neotropics","","","true","136331","false","","","","","","","","","","false","NA","",""
"Aconaemys sagei","5556","Pearson","null","NULL","{""1841"":1984}","false","null","false","Waterhouse","null","null","iucn","sagei","null","null","Sage&#39;s Rock Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","octodontidae","","","aconaemys","false","","","","false","neotropics","","","true","279","false","","","","","","","","","","false","NA","",""
"Acrobates frontalis","6085","de Vis","null","split from A. pygmaeus based on morphology","{""1793"":1887}","false","null","false","Shaw","null","null","null","frontalis","null","null","NULL","Jackson, S. M., and P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.","null","null","null","null","null","null","null","null","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","acrobatidae","","","acrobates","false","","split from a. pygmaeus based on morphology","jackson, s. m., and p. schouten. 2012. gliding mammals of the world. csiro publishing, melbourne, australia.","false","australasia/oceania","","","true","100000371","true","split","Jackson, S. M. & P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.","Jackson, S M. & P Schouten","2012","http://www.publish.csiro.au/book/6441/","On a new rare vertebrate from the Herbert River, North Queensland. Proceedings of the Linnean Society of New South Wales (2)1, 1129-1137. [22 Feb 1887]","de Vis","1887","https://www.biodiversitylibrary.org/part/39387#/summary","false","NA","",""
"Acrobates pygmaeus","2196","Shaw","null","split from A. pygmaeus based on morphology","{""1793"":1793}","false","null","false","Shaw","null","null","iucn","pygmaeus","null","null","Feathertail Glider","Jackson, S. M., and P. Schouten. 2012. Gliding mammals of the world. CSIRO Publishing, Melbourne, Australia.","null","null","null","iucn","null","null","null","metatheria","marsupalia","marsupalia","australidelphia","possums and allies","diprotodontia","acrobatidae","","","acrobates","false","","split from a. pygmaeus based on morphology","jackson, s. m., and p. schouten. 2012. gliding mammals of the world. csiro publishing, melbourne, australia.","false","australasia/oceania","","","true","40584","false","","","","","","","","","","false","NA","",""
"Acrocodia indicus","3005","Desmarest","null","genus transfer","{""1819"":1819}","false","null","false","Desmarest","null","null","iucn","indicus","null","null","Malay Tapir","G & G","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","odd-toed ungulates","perissodactyla","tapiridae","","","acrocodia","false","","genus transfer","groves, c. p. & grubb, p. 2011. ungulate taxonomy. the john hopkins university press, baltimore, maryland.","false","indomalaya","","","true","21472","false","","","","","","","","","","false","NA","",""
"Addax nasomaculatus","69","de Blainville","null","NULL","{""1816"":1816}","false","null","false","de Blainville","null","null","iucn","nasomaculatus","null","null","Addax","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","cervoid ruminants","artiodactyla","bovidae","antilopinae","hippotragini","addax","false","","","","false","afrotropics, palearctic","","","true","512","false","","","","","","","","","","false","NA","",""
"Aegialomys baroni","6088","J. A. Allen","null","split from A. xanthaeolus","{""1839"":1897}","false","null","false","Waterhouse","null","null","null","baroni","null","null","NULL","do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation, and Biogeography. Journal of Mammalian Evolution, 1-48.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","rodents","rodentia","cricetidae","sigmodontinae","oryzomyini","aegialomys","false","","split from a. xanthaeolus","do prado, j. r., & percequillo, a. r. (2017). systematic studies of the genus aegialomys weksler et al., 2006 (rodentia: cricetidae: sigmodontinae): geographic variation, species delimitation, and biogeography. journal of mammalian evolution, 1-48.","false","neotropics","","","true","100000372","true","split","do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation & Biogeography. Journal of Mammalian Evolution, 1-48.","do Prado, J R., & Percequillo, A R","2017","https://link.springer.com/article/10.1007/s10914-016-9360-y","Allen, J.A. 1897. Collected writings on mammals. doi: http://dx.doi.org/10.5962/bhl.title.33026","J. A. Allen","1897","http://www.biodiversitylibrary.org/item/77439#page/9/mode/1up","false","NA","",""
"Aegialomys galapagoensis","3600","Waterhouse","null","fixed spelling error","{""1839"":1839}","false","null","false","Waterhouse","null","null","iucn","galapagoensis","null","null","Galapagos Rice Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","cricetidae","sigmodontinae","oryzomyini","aegialomys","false","","fixed spelling error","","false","neotropics","","","true","400000006","false","","","","","","","","","","false","NA","",""
"Aegialomys ica","6090","Osgood","null","split from A. xanthaeolus","{""1839"":1944}","false","null","false","Waterhouse","null","null","null","ica","null","null","NULL","do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation, and Biogeography. Journal of Mammalian Evolution, 1-48.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","rodents","rodentia","cricetidae","sigmodontinae","oryzomyini","aegialomys","false","","split from a. xanthaeolus","do prado, j. r., & percequillo, a. r. (2017). systematic studies of the genus aegialomys weksler et al., 2006 (rodentia: cricetidae: sigmodontinae): geographic variation, species delimitation, and biogeography. journal of mammalian evolution, 1-48.","false","neotropics","","","true","100000373","true","split","do Prado, J. R., & Percequillo, A. R. (2017). Systematic Studies of the Genus Aegialomys Weksler et al., 2006 (Rodentia: Cricetidae: Sigmodontinae): Geographic Variation, Species Delimitation & Biogeography. Journal of Mammalian Evolution, 1-48.","do Prado, J R., & Percequillo, A R","2017","https://link.springer.com/article/10.1007/s10914-016-9360-y","noneYet","Osgood","1894","noneYet","false","NA","",""
"Aegialomys xanthaeolus","3601","Thomas","null","NULL","{""1839"":1894}","false","null","false","Waterhouse","null","null","iucn","xanthaeolus","null","null","Yellowish Rice Rat","NULL","null","null","null","iucn","null","null","null","eutheria","placentalia","placentalia","boreoeutheria","rodents","rodentia","cricetidae","sigmodontinae","oryzomyini","aegialomys","false","","","","false","neotropics","","","true","15616","false","","","","","","","","","","false","NA","",""
"Aeorestes cinereus","6092","Palisot de Beauvois","null","previously included in Lasiurus","{""1796"":1796}","false","null","false","Palisot de Beauvois","null","null","null","cinereus","null","null","NULL","Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","vespertilioninae","lasiurini","aeorestes","false","","previously included in lasiurus","baird, a. b., braun, j. k., mares, m. a., morales, j. c., patton, j. c., tran, c. q., & bickham, j. w. (2015). molecular systematic revision of tree bats (lasiurini): doubling the native mammals of the hawaiian islands. journal of mammalogy, gyv135.","false","australasia/oceania, nearctic","","","true","400000007","false","","","","","","","","","","false","NA","",""
"Aeorestes egregius","6093","Peters","null","previously included in Lasiurus","{""1796"":1870}","false","null","false","Palisot de Beauvois","null","null","null","egregius","null","null","NULL","Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, gyv135.","null","null","null","null","null","null","null","null","placentalia","placentalia","boreoeutheria","bats","chiroptera","vespertilionidae","vespertilioninae","lasiurini","aeorestes","false","","previously included in lasiurus","baird, a. b., braun, j. k., mares, m. a., morales, j. c., patton, j. c., tran, c. q., & bickham, j. w. (2015). molecular systematic revision of tree bats (lasiurini): doubling the native mammals of the hawaiian islands. journal of mammalogy, gyv135.","false","neotropical","","","true","400000008","false","","","","","","","","","","false","NA","",""
