"genus","species","subspecies","deprecated_scientific","common_name","linnean_order","major_type","major_common_type","major_subtype","minor_type","genus_authority","species_authority","authority_year","image","notes",""
"Plestiodon","gilberti","","","Gilbert's Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Van Denburgh","{""1839"": ""1896""}","","",""
"Plestiodon","gilberti","cancellosus","","Variegated Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Rodgers and Fitch","{""1839"": ""1947""}","","",""
"Plestiodon","gilberti","gilberti","","Greater Brown Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Van Denburgh","{""1839"": ""1896""}","","",""
"Plestiodon","gilberti","placerensis","","Northern Brown Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Rodgers","{""1839"": ""1944""}","","",""
"Plestiodon","gilberti","rubricaudatus","","Western Red-tailed Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Taylor","{""1839"": ""1935""}","","",""
"Plestiodon","inexpectatus","","","Southeastern Five-lined Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Taylor","{""1839"": ""1932""}","","",""
"Plestiodon","laticeps","","","Broad-headed Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Schneider","{""1839"": ""1801""}","","",""
"Plestiodon","multivirgatus","","","Many-lined Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Hallowell","{""1839"": ""1857""}","","",""
"Plestiodon","multivirgatus","epipleurotus","","Variable Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Cope","{""1839"": ""1880""}","","",""
"Plestiodon","multivirgatus","multivirgatus","","Northern Many-lined Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Hallowell","{""1839"": ""1857""}","","",""
"Plestiodon","obsoletus","","","Great Plains Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird and Girard","{""1839"": ""1852""}","","",""
"Plestiodon","reynoldsi","","","Florida Sand Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Stejneger","{""1839"": ""1910""}","","",""
"Plestiodon","septentrionalis","","","Prairie Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1859 \""1858\""""}","","",""
"Plestiodon","septentrionalis","obtusirostris","","Southern Prairie Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Bocourt","{""1839"": ""1879""}","","",""
"Plestiodon","septentrionalis","pallidus","","Pallid Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Smith and Slater","{""1839"": ""1949""}","","",""
"Plestiodon","septentrionalis","septentrionalis","","Northern Prairie Skink ","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1859""}","","",""
"Plestiodon","skiltonianus","","","Western Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird and Girard","{""1839"": ""1852""}","","",""
"Plestiodon","skiltonianus","interparientalis","","Coronado Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Tanner","{""1839"": ""1958 \""1957\""""}","","",""
"Plestiodon","skiltonianus","skiltonianus","","Skilton's Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird and Girard","{""1839"": ""1852""}","","",""
"Plestiodon","skiltonianus","utahenisis","","Great Basin Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Tanner","{""1839"": ""1958 \""1858\""""}","","",""
"Plestiodon","tetragrammus","","","Four-lined Skink","Squamata ","Squamata ","Lizards","Toothy Skinks","","Duméril and Bibron","Baird","{""1839"": ""1859 \""1858\""""}","","",""
"Rhineura","floridana","","","Florida Wormlizard","Squamata ","Squamata ","Lizards","Wide-snouted Wormlizards","","Cope","Baird","{""1861"": ""1859 \""1858\""""}","","",""
"Sauromalus","ater","","","Common Chuckwalla","Squamata ","Squamata ","Lizards","Chuckwallas","","Dumeril","Dumeril","{""1856"": ""1856""}","","",""
"Sceloporus","arenicolus","","","Dunes Sagebrush Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Degenhardt and Jones","{""1828"": ""1972""}","","",""
"Sceloporus","bimaculosus","","","Twin-spotted Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Phelan and Brattstrom","{""1828"": ""1955""}","","",""
"Sceloporus","clarkii","","","Clark's Spiny Lizard ","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","clarkii","clarkii","","Sonoran Spiny Lizard ","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","clarkii","vallaris","","Plateau Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Shannon and Urbano","{""1828"": ""1954""}","","",""
"Sceloporus","consobrinus","","","Prairie Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1853""}","","",""
"Sceloporus","cowlesi","","","Southwestern Fence Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Lowe and Norris","{""1828"": ""1956""}","","",""
"Sceloporus","cyanogenys","","","Blue Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Cope","{""1828"": ""1956""}","","",""
"Sceloporus","graciosus","","","Common Sagebrush Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","graciosus","gracilis","","Western Sagebrush Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","graciosus","graciosus","","Northern Sagebrush Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","graciosus","vandenburgianus","","Southern Sagebrush Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Cope","{""1828"": ""1896""}","","",""
"Sceloporus","grammicus","","","Graphic Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Wiegmann","{""1828"": ""1828""}","","",""
"Sceloporus","grammicus","microlepidotus","","Mesquite Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Wiegmann","{""1828"": ""1828""}","","",""
"Sceloporus","jarrovii","","","Yarrow's Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Cope, in Yarrow","{""1828"": ""1875""}","","",""
"Sceloporus","magister","","","Desert Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Hallowell","{""1828"": ""1854""}","","",""
"Sceloporus","merriami","","","Canyon Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Stejneger","{""1828"": ""1904""}","","",""
"Sceloporus","merriami","annulatus","","Big Bend Canyon Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Smith","{""1828"": ""1937""}","","",""
"Sceloporus","merriami","longipunctatus","","Presidio Canyon Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Olson","{""1828"": ""1973""}","","",""
"Sceloporus","merriami","merriami","","Merriam's Canyon Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Stejneger","{""1828"": ""1904""}","","",""
"Sceloporus","occidentalis","","","Western Fence Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","occidentalis","becki","","Island Fence Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Van Denburgh","{""1828"": ""1905""}","","",""
"Sceloporus","occidentalis","biseriatus","","San Joaquin Fenced Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Hallowell","{""1828"": ""1854""}","","",""
"Sceloporus","occidentalis","bocourtii","","Coast Range Fenced Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Boulenger","{""1828"": ""1885""}","","",""
"Sceloporus","occidentalis","longpipes","","Grat Basin Fenced Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","occidentalis","occidentalis","","Northwestern Fenced Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","olivaceus","","","Texas Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Smith","{""1828"": ""1934""}","","",""
"Sceloporus","orcutti","","","Granite Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Stejneger","{""1828"": ""1893""}","","",""
"Sceloporus","poinsetii","","","Crevice Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","poinsetii","axtelli","","Texas Crevice Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Webb","{""1828"": ""2006""}","","",""
"Sceloporus","poinsetii","poinsetii","","New Mexico Crevice Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Baird and Girard","{""1828"": ""1852""}","","",""
"Sceloporus","slevini","","","Slevin's Bunchgrass Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Smith","{""1828"": ""1937""}","","",""
"Sceloporus","tristichus","","","Plateau Fence Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Cope in Yarrow","{""1828"": ""1875""}","","",""
"Sceloporus","undulatus","","","Eastern Fence Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Bosc and Daudin in Sonnini and Latreille","{""1828"": ""1801""}","","",""
"Sceloporus","uniformis","","","Yellow-backed Spiny Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Phelan and Brattstrom","{""1828"": ""1955""}","","",""
"Sceloporus","variabilis","","","Rose-bellied Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Wiegmann","{""1828"": ""1834""}","","",""
"Sceloporus","variabilis","marmoratus","","Texas Rose-bellied Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Hallowell","{""1828"": ""1852""}","","",""
"Sceloporus","virgatus","","","Striped Plateau Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Smith","{""1828"": ""1938""}","","",""
"Sceloporus","woodi","","","Florida Scrub Lizard","Squamata ","Squamata ","Lizards","Spiny Lizards","","Wiegmann","Stejneger","{""1828"": ""1918""}","","",""
"Scincella","lateralis","","","Little Brown Skink","Squamata ","Squamata ","Lizards","Ground Skinks","","Mittleman","Say in James","{""1950"": ""1823""}","","",""
"Sphaerodactylus","notatus","","","Florida Reef Gecko","Squamata ","Squamata ","Lizards","Dwarf Geckos","","Wagler","Baird","{""1830"": ""1859 \""1858\""""}","","",""
"Uma","inornata","","","Coachella Fringe-toed Lizard","Squamata ","Squamata ","Lizards","Fringe-toed Lizards","","Baird","Cope","{""1859 \""1858\"""": ""1895""}","","",""
"Uma","notata","","","Colorado Desert Fringe-toed Lizard","Squamata ","Squamata ","Lizards","Fringe-toed Lizards","","Baird","Baird 1859","{""1859 \""1858\"""": ""\""1858\""""}","","",""
"Uma","rufopunctata","","","Yuman Desert Fringe-toed Lizard","Squamata ","Squamata ","Lizards","Fringe-toed Lizards","","Baird","Cope","{""1859 \""1858\"""": ""1895""}","","",""
"Uma","scoparia","","","Mohave Fringe-toed Lizard","Squamata ","Squamata ","Lizards","Fringe-toed Lizards","","Baird","Cope","{""1859 \""1858\"""": ""1894""}","","",""
"Urosaurus","graciosus","","","Long-tailed Brush Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Hallowell","{""1854"": ""1854""}","","",""
"Urosaurus","graciosus","graciosus","","Western Long-tailed Brush Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Hallowell","{""1854"": ""1854""}","","",""
"Urosaurus","graciosus","shannoni","","Arizona Long-tailed Brush Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Lowe","{""1854"": ""1955""}","","",""
"Urosaurus","nigricaudus","","","Baja California Brush Lizard ","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Cope","{""1854"": ""1864""}","","",""
"Urosaurus","ornatus","levis","","Ornate Tree lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Baird and Girard","{""1854"": ""1852""}","","",""
"Urosaurus","ornatus","ornatus","","Texas Tree Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Baird and Girard","{""1854"": ""1852""}","","",""
"Urosaurus","ornatus","schmidti","","Big Bend Tree Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Mittleman","{""1854"": ""1940""}","","",""
"Urosaurus","ornatus","schottii","","Schott's Tree Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Baird","{""1854"": ""1859 \""1858\""""}","","",""
"Urosaurus","ornatus","symmetricus","","Colorado River Tree Lizard ","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Baird","{""1854"": ""1859 \""1858\""""}","","",""
"Urosaurus","ornatus","wrighti","","Northern Tree Lizard","Squamata ","Squamata ","Lizards","Tree and Brush Lizards","","Hallowell","Schmidt","{""1854"": ""1921""}","","",""
"Uta","stanburiana","","","Common side-blotched Lizard","Squamata ","Squamata ","Lizards","Side-blotched Lizards","","Baird and Girard","","{""1852"": ""Baird and Girard in Stansbury""}","","",""
"Uta","stanburiana","elegans","","Western Side-blotched Lizard","Squamata ","Squamata ","Lizards","Side-blotched Lizards","","Baird and Girard","Yarrow","{""1852"": ""1882""}","","",""
"Uta","stanburiana","nevadensis","","Nevada Side-blotched Lizard","Squamata ","Squamata ","Lizards","Side-blotched Lizards","","Baird and Girard","Ruthven","{""1852"": ""1913""}","","",""
"Uta","stanburiana","stansburiana","","Northern Side-blotched Lizard","Squamata ","Squamata ","Lizards","Side-blotched Lizards","","Baird and Girard","Baird and Girard","{""1852"": ""1852""}","","",""
"Uta","stanburiana","stejnegeri","","Eastern Side-blotched Lizard","Squamata ","Squamata ","Lizards","Side-blotched Lizards","","Baird and Girard","Schmidt","{""1852"": ""1921""}","","",""
"Uta","stanburiana","uniformis","","Plateau Side-blotched Lizard","Squamata ","Squamata ","Lizards","Side-blotched Lizards","","Baird and Girard","Pack and Tanner","{""1852"": ""1970""}","","",""
"Xantusia","arizonae","","","Arizona Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Klauber","{""1859 \""1858\"""": ""1931""}","","",""
"Xantusia","bezyi","","","Bezy's Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Papenfuss, Macey, and Schulte","{""1859 \""1858\"""": ""2001""}","","",""
"Xantusia","gracilis","","","Sandstone Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Grismer and Galvan","{""1859 \""1858\"""": ""1986""}","","",""
"Xantusia","henshawi","","","Granite Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Stejneger","{""1859 \""1858\"""": ""1893""}","","",""
"Xantusia","riversiana","","","Island Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Cope","{""1859 \""1858\"""": ""1883""}","","",""
"Xantusia","riversiana","reticulata","","San Clemente Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Smith","{""1859 \""1858\"""": ""1946""}","","",""
"Xantusia","riversiana","riversiana","","San Nicolas Night Lizard ","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Cope","{""1859 \""1858\"""": ""1883""}","","",""
"Xantusia","sierrae","","","Sierra Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Bezy","{""1859 \""1858\"""": ""1967""}","","",""
"Xantusia","vigilis","","","Desert Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Baird","{""1859 \""1858\"""": ""1859 \""1858\""""}","","",""
"Xantusia","wigginsi","","","Wiggins' Night Lizard","Squamata ","Squamata ","Lizards","Night Lizards","","Baird","Savage","{""1859 \""1858\"""": ""1952""}","","",""

